canonical_id,blueprint_id,source_question_number,source_bank,source_usage_count,generated_variant_number,content_state,publication_state,validation_status,question_type,difficulty,normalized_recipe_id,normalized_pattern_id,recipe_title,scenario,stimulus,question_stem,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,prediction_text,correct_answer_job,conclusion,support,gap,inference_or_resolution,recipe_tags,trap_a,trap_b,trap_c,trap_d,trap_e,trap_family_a,trap_family_b,trap_family_c,trap_family_d,trap_family_e,explanation_a,explanation_b,explanation_c,explanation_d,explanation_e,diagnostic_eligible,daily_repair_eligible,targeted_drill_eligible,review_eligible,timed_eligible,near_copy_status,near_copy_note,originality_warning,version,version_state
AR_V1_B9_0019,AR_B9_BP_0019,41,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,PR,4,PRINCIPLE_CONFORM,PAT_APPLY_PRINCIPLE,Conform to the Principle,audit-unverifiable-figures,"Auditor: The reviewers, in reaching their finding that no funds had been misdirected, leaned almost wholly upon figures nobody is able to check. That gives us fair ground for doubting whether their finding holds. Yet to convert such ground for doubt into a demonstration that funds were in fact misdirected would be no less objectionable.",Which one of the following conforms most closely to the principle illustrated above?,"A magazine printed a thorough account of both sides of a quarrel without questioning either view. So although the magazine let each side make its case, the account favored neither side over the other.","Although Okafor's remedy appears to be a workable solution, we should not adopt it yet. Many other remedies undoubtedly exist, and we cannot know which is best until we have weighed them all.","If an agent earns a commission on a sale, it is reasonable to suppose that the agent's view of the goods might be biased. However, the mere possibility of bias should not be confused with actual bias.","Marlowe has declared that she will never miss a deadline. So long as Marlowe keeps working, no one can establish that declaration, whose truth answers only to what actually comes to pass. All the same, one would err in reading that as showing that Marlowe is going to miss a deadline.","The makers of Brightwash claim it is a better detergent than Purecloth because Purecloth is ineffective. Purecloth may well be ineffective, but claims about Brightwash should rest on Brightwash's own performance.",D,"A claim that cannot be verified is doubtful, but its unverifiability does not show it false.",Find the case where doubt is warranted yet the contrary is not thereby established.,(principle to be matched),Unverifiable grounds warrant doubt but not the contrary conclusion.,"Match both halves: doubt warranted, contrary not established.",,principle|conforms|doubt_not_proof,balance,deferral,near_miss,N/A_correct,irrelevant_ground,Principle Failure,Principle Failure,Principle Failure,N/A_correct,Principle Failure,"Choice A is tempting because it concerns even-handedness, but it says nothing about doubt being mistaken for proof of the contrary.","Choice B is tempting because it counsels withholding judgment, but it concerns comparing alternatives rather than confusing doubt with disproof.","Choice C is tempting and close, since it warns against an inference from possibility, but it distinguishes possible bias from actual bias rather than doubt from proof of the contrary.","Choice D conforms most closely: the declaration cannot be verified, which gives reason to doubt it, yet that unverifiability is expressly denied to establish the contrary claim.","Choice E is tempting because it faults an inference, but it concerns arguing from a rival's failings rather than mistaking doubt for disproof.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B9_0020,AR_B9_BP_0020,40,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,PI,3,POINT_AT_ISSUE,PAT_LOCATE_DISPUTE,Point at Issue,riverside-greenway-extension,"Delgado: The riverside greenway ought to be extended by several kilometers at once. The beauty of the restored wetlands along that stretch would draw more visitors to the town, and the extra spending those visitors bring would benefit every resident. Okonjo: We must proceed with care. Extend the greenway and the moorage fees charged to houseboats along its present margins will climb, and such a climb would throw the households that pay them into real disarray.","On the basis of their statements, Delgado and Okonjo are committed to disagreeing about the truth of which one of the following?",The increased visitor traffic along an extended greenway would be a benefit to the town.,Some of the residents at the edges of the greenway would see their moorage fees rise.,Some people would be adversely affected by the extension of the greenway.,The greenway should not be extended.,The greenway should be extended without hesitation.,E,"Delgado says extend at once; Okonjo says proceed carefully, so they clash over acting without hesitation.",Locate the claim one asserts and the other denies.,(disputed claim),Delgado urges immediate action; Okonjo counsels caution.,Beware claims that only one speaker addresses.,,point_at_issue|disagreement,one_sided,one_sided_2,compatible,overstates_okonjo,N/A_correct,Dispute Failure,Dispute Failure,Dispute Failure,Dispute Failure,N/A_correct,"Choice A is tempting because Delgado asserts it, but Okonjo never denies that visitors would benefit the town; she raises a separate cost.","Choice B is tempting because Okonjo asserts it, but Delgado says nothing about moorage fees and so is not committed to denying it.","Choice C is tempting because it captures Okonjo's worry, but Delgado's claim that residents would benefit on the whole is consistent with some being harmed.","Choice D is tempting because Okonjo resists, but she counsels care rather than opposing extension outright, so she need not deny that it should happen.","Choice E is the point at issue: Delgado urges extension at once, while Okonjo insists that care be exercised, so the two are committed to opposite verdicts on this claim.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0001,AR_B10_BP_0001,15,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,4,FLAW_DESCRIBE,PAT_NAME_THE_ERROR,Describe the Flaw,grasping-proof-conviction,"It has often been said that grasping a proof completely convinces one of its conclusion entirely. If that is so, then complete conviction in the theorems one has proved oneself must lie beyond our reach, for a complete grasp of one's own reasoning, however desirable a thing it may be, is unattainable.",A flaw in the reasoning in the argument above is that this argument,treats the failure to satisfy a condition that brings about a particular outcome as though satisfying that condition were the only way of realizing the outcome,confuses something that is necessary for an action to occur with something that necessarily results from that action,"takes for granted that something that has merely been said to be true is, in fact, true",ignores the possibility that a state of affairs is desirable even if it cannot be attained,uses the difficulty of attaining a state of affairs as a reason for not attempting to attain it,A,"Conviction might arrive by some path other than a complete grasp, so failing that path proves nothing.",Name the error: a sufficient route to an outcome is treated as the only route.,Complete conviction in one's own theorems is beyond reach.,A complete grasp of one's own reasoning is unattainable.,A condition that brings about an outcome need not be the only way to reach it.,,flaw|sufficient_as_only_route,N/A_correct,necessary_result,hearsay,desirable,no_attempt,N/A_correct,Conditional Failure,Relevance Failure,Scope Failure,Scope Failure,"Choice A correctly names the error: a complete grasp is said to bring entire conviction, but conviction might be reached by other routes, so its unattainability settles nothing.","Choice B is tempting because conditions and results are both in play, but nothing here is treated as necessary for an action, nor as flowing necessarily from one.","Choice C is tempting because the passage opens with what has been said, but the argument is explicitly conditional upon that saying, which it does not endorse.","Choice D is tempting, but the argument expressly grants that a complete grasp is desirable though unattainable, so it ignores nothing of the kind.","Choice E is tempting because attainability is central, but the argument recommends nothing about whether the attempt should be made.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0002,AR_B10_BP_0002,19,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,4,FLAW_DESCRIBE,PAT_NAME_THE_ERROR,Describe the Flaw,repair-manual-trial,"Researcher: In a trial, five hundred households were given a home-repair manual, while five hundred similar households were given none. Across the following year, the average number of calls to tradespeople fell by twenty percent among the households that had received the manual, yet held steady among the rest. Since a house kept in better repair leads to fewer calls to tradespeople, the trial indicates that keeping a repair manual at home improves the state of a house.",The reasoning in the researcher's argument is questionable in that,it is possible that the households in the trial that were given no repair manual acquired repair manuals on their own,two different states of affairs could each causally contribute to the same effect even though neither causally contributes to the other,the households in the trial could have gained access to repair information from sources other than manuals,a state of affairs could causally contribute to two or more different effects,certain states of affairs that lead households to call tradespeople less often could also make them likelier to keep a repair manual at home,B,"Owning the manual may cause households to do repairs themselves rather than call, so fewer calls need not mean better houses.",Name the error: the manual may reduce calls without improving the house.,Keeping a repair manual at home improves the state of a house.,Households with the manual made fewer calls to tradespeople.,Two different things can each reduce the calls without one producing the other.,,flaw|common_effect_two_causes,contamination,N/A_correct,other_sources,one_cause_many_effects,reverse_selection,Structure Failure,N/A_correct,Scope Failure,Causal Failure,Causal Failure,"Choice A is tempting because it would blur the comparison, but such contamination would tend to erase the difference the trial found, not explain it away.",Choice B correctly names the error: having the manual and having a well-kept house might each reduce calls to tradespeople without the manual doing anything to keep the house in repair.,"Choice C is tempting because information could arrive by other routes, but that would affect both groups and does not expose the leap from fewer calls to better repair.","Choice D is tempting because it names a causal complication, but the trouble is two causes converging on one effect, not one cause fanning out to several.","Choice E is tempting and would matter in an observational study, but the manuals here were assigned by the researchers, so no such selection can operate.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0003,AR_B10_BP_0003,24,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,4,FLAW_DESCRIBE,PAT_NAME_THE_ERROR,Describe the Flaw,reef-mycelium-analogy,"Taken as a whole, the corals that ring the atoll form an intricate, densely linked community that channels nutrients much as the mycelia threading a forest floor do. And like a spreading mycelial network, the reef is extending itself at thousands of points at once. So we may expect that the reef will one day acquire a forest's capacity for self-repair.",The reasoning in the argument is most vulnerable to criticism on the grounds that it,equates the intricacy of a system with the capacity of that system,fails to consider the possibility that other habitats may acquire a capacity for self-repair before the reef does,fails to give any indication of why the characteristics on which it fastens are sufficient for the eventual development of a capacity for self-repair,draws a dubious analogy between the nutrients channeled by a mycelial network and those channeled across a reef,"presumes, without providing justification, that those managing the reef are interested in developing a self-repairing system",C,Sharing two features with mycelia gives no reason to think those features are enough to yield self-repair.,Name the error: nothing shows the cited resemblances suffice for the capacity predicted.,The reef will one day acquire a forest's capacity for self-repair.,The reef resembles a mycelial network in structure and in growth.,The cited resemblances are never shown to be sufficient for the capacity claimed.,,flaw|insufficient_grounds,equates,other_habitats,N/A_correct,analogy_detail,intent,Structure Failure,Scope Failure,N/A_correct,Relevance Failure,Scope Failure,"Choice A is tempting because intricacy is emphasized, but the argument treats intricacy as evidence rather than declaring it identical with the capacity.","Choice B is tempting because it names an omission, but which habitat gets there first has no bearing on whether the reef will get there at all.","Choice C correctly names the error: two shared features are cited, and nothing whatever is said to show that those features are enough to produce the capacity predicted.","Choice D is tempting because an analogy carries the argument, but the flaw lies in the leap to self-repair, not in whether nutrients travel alike in the two.","Choice E is tempting because purposes often lurk in such claims, but the argument makes no appeal to anyone's intentions about the reef.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0004,AR_B10_BP_0004,12,LSAT_201_Source_Compilation_Keyed,1,2,validated_candidate,unpublished,production_factory_pass_not_human_validated,ST,4,STRENGTHEN_SUPPORT_CAUSE,PAT_RULE_IN_MECHANISM,Strengthen a Historical Hypothesis,kavine-dialect-coastal-origin,"The Kavine dialect is spoken only upon the northern plateau, and the Suran escarpment today cuts that plateau off from the coastal lowlands. Certain verb endings in Kavine, however, descend from forms now extinct that are attested only in the old speech of the coast, and never in any of the plateau's other dialects. On this basis some linguists have framed the conjecture that the ancestors of the Kavine speakers once lived along the coast.","Which one of the following, if true, provides additional evidence in support of the conjecture that the ancestors of the Kavine speakers once lived along the coast?","In many cases, dialects that share certain verb endings do not in fact share a common ancestor.",Many verb endings of the plateau's other dialects are related to endings known from the old speech of the coast.,The Suran escarpment runs from the northern to the southern limits of the region.,Most of the surviving inscriptions that bear the extinct coastal forms date from a period before the Suran escarpment became impassable.,There are very few verb endings that occur both upon the plateau and along the coast.,D,"If the extinct coastal forms were current before the escarpment became impassable, speakers carrying them could have moved up onto the plateau.",Add a fact showing the coastal forms could have travelled inland before the barrier closed.,The ancestors of the Kavine speakers once lived along the coast.,Kavine keeps verb endings descended from forms attested only on the coast.,The descent requires a route that existed before the escarpment closed it.,,strengthen|historical_hypothesis|timing,undercuts,alternative_route,barrier_extent,N/A_correct,few_shared,Direction Failure,Scope Failure,Scope Failure,N/A_correct,Scope Failure,"Choice A is tempting because it concerns shared endings, but by loosening the tie between shared forms and shared descent it weakens the conjecture rather than backing it.","Choice B is tempting because it links plateau and coast, but it suggests the endings could have reached Kavine through neighbouring dialects, which cuts against the conjecture.","Choice C is tempting because the barrier is central, but the escarpment's present extent says nothing about whether speakers crossed it before it closed.","Choice D supports the conjecture: the coastal forms were in use while a route inland still lay open, so speakers carrying them could have climbed to the plateau and left those endings in Kavine.","Choice E is tempting because it concerns the two speech areas, but scarcity of shared endings does nothing to explain how the coastal forms reached Kavine at all.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0005,AR_B10_BP_0005,25,LSAT_201_Source_Compilation_Keyed,1,2,validated_candidate,unpublished,production_factory_pass_not_human_validated,ST,4,STRENGTHEN_SUPPORT_CAUSE,PAT_RULE_IN_MECHANISM,Strengthen a Policy Argument,college-endowment-tiers,"Trustee: When a college hardens into tiers of sharply unequal prestige, and passage from one tier to another grows rare, the college is in danger. Tiers so fixed give rival factions their footing, and factions of that kind stand in the way of sound governance. Because a college whose endowment grows affords its departments more openings to improve their standing, the wise course for any college is a policy of steady endowment growth.","Which one of the following, if true, would most strengthen the reasoning in the trustee's argument?",Discord within a college tends to widen the inequities among its departments.,Rival factions are sometimes willing to set aside their differences to back policies favorable to endowment growth.,Endowment growth cannot occur without substantial gifts from alumni of the most prestigious departments.,The presence of rival factions can be an obstacle to enlarging a college's endowment.,A growing endowment produces a proportionally greater rise in resources for departments in the lowest tiers than for departments in the other tiers.,E,"Growth helps only if it lifts the lowest tiers relatively more, closing the divisions the trustee fears.",Add the fact that endowment growth narrows the tier divisions rather than deepening them.,Colleges ought to adopt policies keeping the endowment steadily growing.,Endowment growth gives departments openings to improve their standing.,"Growth must reduce, not deepen, the divisions in prestige.",,strengthen|policy|distributional,reverse_arrow,feasibility,precondition,circular,N/A_correct,Direction Failure,Scope Failure,Scope Failure,Direction Failure,N/A_correct,"Choice A is tempting because it links discord and inequity, but it runs from discord to inequity, whereas the trustee needs growth to shrink inequity.","Choice B is tempting because it makes the policy adoptable, but factions supporting growth does not show that growth cures the divisions.","Choice C is tempting because it concerns growth, but a precondition for growth says nothing about whether growth narrows the tiers.","Choice D is tempting because both elements appear, but it makes factions block the remedy, which threatens the trustee's proposal rather than supporting it.","Choice E most strengthens the reasoning: the danger is wide tiers with little movement, so growth helps precisely if it raises the lowest tiers fastest and narrows those divisions.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0006,AR_B10_BP_0006,22,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,WK,4,WEAKEN_ATTACK_KEY_LINK,PAT_BREAK_INFERENCE_LINK,Weaken by Undercutting the Measure,gift-card-valuation,"Economist: Gift cards, which leave the recipient free to pick the actual present, are valued more highly by recipients than are presents chosen for them by other people. One study put to people this question: what sum would they have parted with for a present that somebody else had picked out for them? The figures they named came, on average, to only about two-thirds of what such presents had cost.","Which one of the following, if true, most seriously weakens the economist's argument?",People will not part with a present chosen for them by another unless they are offered roughly one and a half times what the present actually cost.,The rate at which presents are returned to shops has climbed steadily since it was first measured.,Gift cards presently account for only about fourteen percent of all gift giving.,People in the study would have paid more for presents chosen by close friends and relatives than for presents chosen by others.,Most shops demand a receipt before allowing a present to be exchanged.,A,"If recipients demand far more than the price to give the present up, they value it above what they would pay for it.",Show that willingness to pay understates what recipients actually place on the present.,Recipients value gift cards more highly than presents chosen for them.,People would pay only two-thirds of the cost of a chosen present.,What one would pay for a thing may misstate what one takes it to be worth.,,weaken|willingness_to_pay_vs_accept,N/A_correct,returns_trend,market_share,subgroup,exchange_friction,N/A_correct,Scope Failure,Scope Failure,Scope Failure,Scope Failure,"Choice A most weakens the argument: recipients who demand half again the price to surrender a chosen present plainly value it above its cost, so the willingness-to-pay figure misstates what they think it worth.","Choice B is tempting because returning a present suggests dissatisfaction, but a rising return rate supports the economist rather than undermining the study's reading.","Choice C is tempting because it concerns gift cards, but how often they are given has nothing to do with how highly recipients value them.","Choice D is tempting because it refines the study, but it still leaves chosen presents valued below their cost and so does not overturn the conclusion.","Choice E is tempting because it concerns what recipients can do with a present, but shop policy does not bear on how highly the present is valued.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0007,AR_B10_BP_0007,3,LSAT_201_Source_Compilation_Keyed,1,2,validated_candidate,unpublished,production_factory_pass_not_human_validated,WK,2,WEAKEN_ATTACK_KEY_LINK,PAT_BREAK_INFERENCE_LINK,Weaken by Supplying the Base Rate,museum-acquisitions-ceramics,Complaint to the trustees: our acquisitions committee is plainly prejudiced in favour of ceramics and against textiles. Across the past decade the committee has bought nine ceramic pieces for every single textile that it has bought.,"Which one of the following, if true, most seriously weakens the argument?",Some museums acquire no textiles whatever.,Far more ceramic pieces than textiles came onto the market during the past decade.,The committee numbers nine specialists in ceramics but only one in textiles.,The museum lacks the storage to acquire every ceramic piece and every textile that comes onto the market.,The committee bought more textiles in the past decade than it bought in the decade before.,B,"If far more ceramics than textiles came up for sale, buying proportionally would look exactly like this.",Supply a base rate explaining the disparity without prejudice.,The acquisitions committee is prejudiced against textiles.,It bought nine ceramic pieces for every textile.,The purchase counts must be weighed against what was available to buy.,,weaken|base_rate,other_institutions,N/A_correct,restates_bias,capacity,trend,Scope Failure,N/A_correct,Direction Failure,Scope Failure,Scope Failure,"Choice A is tempting because it flatters this museum by comparison, but what other museums do says nothing about whether this committee's ratio reflects prejudice.","Choice B most weakens the argument: if ceramics vastly outnumbered textiles among the pieces available, then buying more ceramics tracks what was for sale rather than any prejudice.","Choice C is tempting because it explains the disparity, but a lopsided committee is itself a mark of the very prejudice alleged.","Choice D is tempting because acquisition is constrained, but a shortage of storage presses on both kinds of object alike and explains no lopsided ratio.","Choice E is tempting because textile buying improved, but an increase over time leaves the present disparity, and the charge of prejudice, untouched.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0008,AR_B10_BP_0008,16,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,NA,5,NA_REQUIRED,PAT_NEGATION_BREAKS,Necessary Assumption,free-verse-vs-schoolchild,"A common complaint about free-verse poems, that a child could write that, holds that their formal likeness to schoolchildren's verses shows them to be no more moving than those clumsy efforts. Yet a psychological study put pairs before its participants, each pair holding one free-verse poem and one schoolchild's verse, and most of them rated the free-verse poem the more moving every time. That refutes the complaint, and so establishes that free-verse poems are moving.",The argument depends on assuming which one of the following?,People judge how moving a poem is better when they compare it with another poem.,Each poem shown to the participants carried a label accurately indicating whether it was a free-verse poem or a schoolchild's verse.,Most of the schoolchildren's verses used in the study were not unmoving.,Participants who did not consistently rate the free-verse poems as more moving nonetheless rated them so more often than not.,There were few formal likenesses between the free-verse poems shown and the schoolchildren's verses paired with them.,C,Beating something unmoving does not make a poem moving; the comparison class must not be unmoving.,Identify what must hold for 'rated more moving' to establish 'moving.',Free-verse poems are moving.,They were rated more moving than schoolchildren's verses.,The schoolchildren's verses must not themselves have been unmoving.,,necessary_assumption|comparative_to_absolute,method,labeling,N/A_correct,minority,denies_premise,Scope Failure,Scope Failure,N/A_correct,Scope Failure,Scope Failure,"Choice A is tempting because the study used pairs, but the argument needs nothing about whether comparison sharpens judgment.","Choice B is tempting because labels could sway raters, but the argument would be better off without them, so it cannot require that they were present.","Choice C is the required assumption: if the children's verses were unmoving, then being rated more moving than they were would leave the free-verse poems unmoving too, and the conclusion would fail.","Choice D is tempting because it tidies the study's result, but the argument rests on what most participants did and needs nothing about the rest.","Choice E is tempting because likeness drives the complaint, but the argument concedes the likeness and answers the complaint on its own ground.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0009,AR_B10_BP_0009,10,LSAT_201_Source_Compilation_Keyed,1,2,validated_candidate,unpublished,production_factory_pass_not_human_validated,NA,4,NA_REQUIRED,PAT_NEGATION_BREAKS,Necessary Assumption,solutrean-tally-bone,"By long tradition the Solutreans are held to have lacked any capacity for abstract counting. That tradition is now under pressure. Researchers, using a dating method lately refined, have established that a notched tally bone recovered from a Pyrenean shelter was cut no less than twenty-two thousand years ago. The likeliest maker of that bone, then, was a Solutrean.",Which one of the following is an assumption required by the argument?,Solutreans are known to have possessed the manual skill required to cut tally bones like the Pyrenean one.,No hominid group other than the Solutreans occupied any part of the Pyrenees twenty-two thousand years ago.,The recent evidence about the tally bone is the first evidence to suggest that Solutreans could count abstractly.,The ability to cut a tally bone like the one found in the Pyrenean shelter indicates a capacity for abstract counting.,Any hominid group that cannot cut tally bones must lack a capacity for abstract counting.,D,"Even if a Solutrean cut the bone, that overturns the view only if cutting such a bone shows abstract counting.",Identify the link from cutting a tally bone to a capacity for abstract counting.,The traditional view of the Solutreans is mistaken.,A Solutrean likely cut the notched tally bone.,Cutting such a bone must indicate a capacity for abstract counting.,,necessary_assumption|artifact_to_capacity,dexterity,sole_occupant,novelty,N/A_correct,converse,Scope Failure,Scope Failure,Scope Failure,N/A_correct,Conditional Failure,"Choice A is tempting because cutting takes skill, but the argument concludes a Solutrean did cut it, so the skill is presupposed by the case rather than needed for the view about counting.","Choice B is tempting because it would secure the attribution, but the argument claims only that a Solutrean was the likeliest maker, which does not require sole occupancy.","Choice C is tempting because the evidence is called fresh, but whether earlier evidence existed makes no difference to whether this argument succeeds.","Choice D is the required assumption: without it, showing that a Solutrean cut the bone would leave the traditional view about abstract counting entirely untouched.","Choice E is tempting because it links the same two ideas, but it states the converse of what the argument needs and is far stronger than required.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0010,AR_B10_BP_0010,5,LSAT_201_Source_Compilation_Keyed,1,2,validated_candidate,unpublished,production_factory_pass_not_human_validated,NA,4,NA_REQUIRED,PAT_NEGATION_BREAKS,Necessary Assumption,unerring-seers-folk-tales,"Many folk tales feature seers who are supposedly unerring, that is, able to name the outcome of any wager before it is settled. But the naming of an outcome is correct only if that outcome comes to pass. Thus the tales themselves often show that their seers are not truly unerring, since some of the outcomes the seers name never come to pass at all.",Which one of the following is an assumption on which the argument depends?,It is impossible for anyone to name outcomes correctly with absolute consistency.,Tales that portray seers as unerring often leave unstated whether the outcomes they name come to pass.,"When tales portray seers as unerring, the outcomes those seers name are generally central to the plots of the tales.",No folk tale has ever portrayed a truly unerring seer.,A seer is truly unerring only if every outcome that seer names comes to pass.,E,"Unless every naming must be correct, a handful of failures would not show the seer errs.",Identify what unerringness must require for a few failed namings to refute it.,The seers in these tales are not truly unerring.,Some outcomes they name never come to pass.,Unerringness must demand that all namings be correct.,,necessary_assumption|universal_requirement,impossibility,unstated,centrality,stronger,N/A_correct,Scope Failure,Scope Failure,Scope Failure,Scope Failure,N/A_correct,"Choice A is tempting because it concerns perfect naming, but the argument needs a standard for unerringness, not a claim that nobody could meet it.","Choice B is tempting because it concerns what tales show, but the argument relies on cases where the naming plainly fails, so this is not required.","Choice C is tempting because it makes the namings important, but how central they are to a plot is not needed for the argument to go through.","Choice D is tempting because it sounds like the upshot, but the argument concerns the seers in these tales and need not assume so sweeping a claim.","Choice E is the required assumption: the argument moves from some failed namings to the seer's not being unerring, which works only if unerringness demands that all namings be correct.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0011,AR_B10_BP_0011,3,LSAT_201_Source_Compilation_Keyed,1,2,validated_candidate,unpublished,production_factory_pass_not_human_validated,SA,3,SA_BRIDGE,PAT_CONDITIONAL_BRIDGE,Sufficient Assumption,lottery-ticket-disclosures,"Analyst: A new statute requires every lottery ticket to carry odds disclosures, sobering images of debt, and no scratch-off artwork. Habitual buyers of tickets will not, for the most part, change how they buy, because scarcely any of them so much as glance at a ticket before handing over their money.",The conclusion of the analyst's argument follows logically if which one of the following is assumed?,The new ticket design cannot alter the habits of people who buy tickets regularly unless those people frequently look at the ticket before buying.,"If regulations on the design of tickets would alter the habits of regular buyers, those regulations ought to be imposed.","If people who buy tickets regularly look at sobering images of debt frequently, it is likely to alter their habits.",Almost all people who buy tickets regularly are already familiar with the odds against them.,Most people who buy tickets regularly could not describe the scratch-off artwork on their usual ticket if asked to do so.,A,"If the ticket can only alter habits when buyers look at it, buyers who barely glance are unaffected.",Supply the conditional making frequent looking necessary for the design to work.,The statute will not alter the habits of most regular buyers.,Most regular buyers barely glance at a ticket.,Looking at the ticket must be necessary for the design to change habits.,,sufficient_assumption|necessary_condition_bridge,N/A_correct,normative,converse,prior_knowledge,supports_premise,N/A_correct,Scope Failure,Conditional Failure,Scope Failure,Scope Failure,"Choice A lets the conclusion follow: if frequent looking is required for the design to have any effect, then buyers who barely glance cannot have their habits altered by it.","Choice B is tempting because it concerns the same regulations, but it recommends policy and says nothing about whether this statute will alter habits.","Choice C is tempting because it links looking to habits, but it runs the wrong way, telling us what frequent looking would do rather than that looking is required.","Choice D is tempting because it would explain the statute's futility, but it offers a different reason and does not make the stated conclusion follow.","Choice E is tempting because it supports the claim that buyers barely glance, but reinforcing a premise does not supply the link the conclusion needs.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B10_0012,AR_B10_BP_0012,2,LSAT_201_Source_Compilation_Keyed,1,2,validated_candidate,unpublished,production_factory_pass_not_human_validated,MC,3,MAIN_CONCLUSION,PAT_FIND_CONCLUSION,Main Conclusion,drowning-open-water-hours,"Public-health officer: Those bent on cutting drowning deaths usually pour their effort into equipment measures, such as wider use of life jackets, better hull design, and stricter buoyancy standards. Yet nothing would cut drowning deaths so much as trimming the total hours that people spend out on open water. Being out on open water is, in plain fact, a major risk factor.",Which one of the following most accurately expresses the overall conclusion drawn in the public-health officer's argument?,Drowning deaths can be cut by improving the equipment that people use on the water.,A reduction in the hours that people spend on open water would do more to cut drowning deaths than would any equipment measure.,Those bent on cutting drowning deaths should pour their effort into equipment measures.,"Wider use of life jackets, better hull design, and stricter buoyancy standards all help to cut drowning deaths.","Being out on open water, on its own, ranks among the largest risk factors for drowning.",B,The point is that cutting hours on the water beats any equipment measure.,Identify the comparative recommendation the passage builds toward.,Reducing hours on open water would cut drowning deaths more than any equipment measure would.,Being on open water is itself a major risk factor.,Distinguish the comparative conclusion from the fact that supports it.,,main_conclusion|comparative_recommendation,concession,N/A_correct,opposed_view,background,premise_restated,Conclusion Failure,N/A_correct,Conclusion Failure,Conclusion Failure,Conclusion Failure,"Choice A is tempting because equipment measures are discussed, but the officer mentions them as the approach being displaced, not as the point being made.",Choice B is the overall conclusion: the remark that being on open water is itself a major risk factor is offered precisely to support this comparison between the two approaches.,"Choice C is tempting because it echoes the opening, but it states the view the officer argues against rather than the officer's own conclusion.","Choice D is tempting because these appear early, but they describe current practice rather than what the argument sets out to establish.","Choice E is tempting because it is stated emphatically at the end, but it is the evidence offered in support of the comparative claim, not the claim itself.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
